"","k","seed","ncpts","nit","aicc"
"1564",11,24,1,100,1053.23390225143
"1565",12,24,1,100,-965.594488569576
"1566",13,24,1,100,-289.400291235067
"1567",14,24,1,100,-150.413485332003
"1568",15,24,1,100,-89.9297165296166
"1569",2,26,1,100,29.624655283112
"1570",3,26,1,100,52.4238246524637
"1571",4,26,1,100,68.0775736804324
"1572",5,26,1,100,82.0343848075809
"1573",6,26,1,100,109.154796189347
"1574",7,26,1,100,135.887355686558
"1575",8,26,1,100,174.289318772017
"1576",9,26,1,100,237.70855996464
"1577",10,26,1,100,376.999973864059
"1578",11,26,1,100,1053.24298298925
"1579",12,26,1,100,-964.820506587822
"1580",13,26,1,100,-285.686667479487
"1581",14,26,1,100,-151.071863694282
"1582",15,26,1,100,-90.1011397312104
"1583",2,28,1,100,30.5803379880726
"1584",3,28,1,100,48.3925401931293
"1585",4,28,1,100,66.81617992246
"1586",5,28,1,100,88.3216935477589
"1587",6,28,1,100,109.775707099013
"1588",7,28,1,100,136.768994324131
"1589",8,28,1,100,175.918700784693
"1590",9,28,1,100,237.671973364742
"1591",10,28,1,100,377.046298394672
"1592",11,28,1,100,1055.24500769848
"1593",12,28,1,100,-965.791077967932
"1594",13,28,1,100,-288.001907280023
"1595",14,28,1,100,-149.799105062406
"1596",15,28,1,100,-89.7670770283694
"1597",2,30,1,100,28.9447323325686
"1598",3,30,1,100,48.9021948553068
"1599",4,30,1,100,72.2805607274081
"1600",5,30,1,100,90.6636000536832
"1601",6,30,1,100,112.251644753899
"1602",7,30,1,100,139.016111790979
"1603",8,30,1,100,175.791904627832
"1604",9,30,1,100,238.892081931278
"1605",10,30,1,100,373.170202822491
"1606",11,30,1,100,1051.90869799996
"1607",12,30,1,100,-965.963887257045
"1608",13,30,1,100,-288.276389728599
"1609",14,30,1,100,-151.040949197301
"1610",15,30,1,100,-89.6833289805199
"1611",2,32,1,100,32.0377772122785
"1612",3,32,1,100,47.5222603529811
"1613",4,32,1,100,68.3461056856485
"1614",5,32,1,100,88.2284962106169
"1615",6,32,1,100,109.459353316246
"1616",7,32,1,100,138.634346517834
"1617",8,32,1,100,174.67863667686
"1618",9,32,1,100,234.452970163135
"1619",10,32,1,100,379.126551923182
"1620",11,32,1,100,1057.53218272022
"1621",12,32,1,100,-965.112906934532
"1622",13,32,1,100,-284.072876368809
"1623",14,32,1,100,-147.525013030533
"1624",15,32,1,100,-90.364066053773
"1625",2,34,1,100,33.1861531060953
"1626",3,34,1,100,51.9622705066017
"1627",4,34,1,100,71.5112507012195
"1628",5,34,1,100,90.9470435156182
"1629",6,34,1,100,108.315432697136
"1630",7,34,1,100,135.448137666973
"1631",8,34,1,100,174.084473059735
"1632",9,34,1,100,237.559214589354
"1633",10,34,1,100,375.833408332995
"1634",11,34,1,100,1056.12363662491
"1635",12,34,1,100,-962.792506125115
"1636",13,34,1,100,-289.087342641184
"1637",14,34,1,100,-152.401336018247
"1638",15,34,1,100,-90.5981203429285
"1639",2,36,1,100,29.2831360441142
"1640",3,36,1,100,50.3613016977237
"1641",4,36,1,100,71.3794373484115
"1642",5,36,1,100,87.7424765922529
"1643",6,36,1,100,109.076775775272
"1644",7,36,1,100,136.595044263443
"1645",8,36,1,100,170.084307837268
"1646",9,36,1,100,233.470003273036
"1647",10,36,1,100,374.299181635346
"1648",11,36,1,100,1051.81896007215
"1649",12,36,1,100,-968.362383063822
"1650",13,36,1,100,-289.441277702268
"1651",14,36,1,100,-150.816481800702
"1652",15,36,1,100,-90.8483220447003
"1653",2,38,1,100,31.9026366301248
"1654",3,38,1,100,51.2985922804159
"1655",4,38,1,100,69.9451125241222
"1656",5,38,1,100,88.5652978885411
"1657",6,38,1,100,109.084107468044
"1658",7,38,1,100,135.311763890726
"1659",8,38,1,100,173.02733887845
"1660",9,38,1,100,236.366530514074
"1661",10,38,1,100,380.101388070449
"1662",11,38,1,100,1057.72098772009
"1663",12,38,1,100,-963.181448196629
"1664",13,38,1,100,-286.7757851204
"1665",14,38,1,100,-147.490689209555
"1666",15,38,1,100,-87.3345362567121
"1667",2,40,1,100,28.2474566342673
"1668",3,40,1,100,51.9254128080449
"1669",4,40,1,100,70.0210605093411
"1670",5,40,1,100,87.2655627441806
"1671",6,40,1,100,107.594586870214
"1672",7,40,1,100,136.16410276354
"1673",8,40,1,100,174.229451970111
"1674",9,40,1,100,236.764544035488
"1675",10,40,1,100,376.032363377701
"1676",11,40,1,100,1056.19504312648
"1677",12,40,1,100,-963.160468831787
"1678",13,40,1,100,-286.637722570693
"1679",14,40,1,100,-150.164014922573
"1680",15,40,1,100,-86.6564987620936
"1681",2,42,1,100,29.0450229639898
"1682",3,42,1,100,50.2820184847469
"1683",4,42,1,100,70.7466499339479
"1684",5,42,1,100,87.2435763901695
"1685",6,42,1,100,107.281194443613
"1686",7,42,1,100,134.219686128743
"1687",8,42,1,100,172.677173565119
"1688",9,42,1,100,234.271177892708
"1689",10,42,1,100,374.832797496786
"1690",11,42,1,100,1054.72860659488
"1691",12,42,1,100,-964.471066812258
"1692",13,42,1,100,-287.308866435853
"1693",14,42,1,100,-149.214003442986
"1694",15,42,1,100,-89.3008486839243
"1695",2,44,1,100,29.1608853298449
"1696",3,44,1,100,52.0095134273582
"1697",4,44,1,100,70.1734912677246
"1698",5,44,1,100,90.6644569248752
"1699",6,44,1,100,110.329345129881
"1700",7,44,1,100,136.742368534298
"1701",8,44,1,100,173.972445062515
"1702",9,44,1,100,235.069124457013
"1703",10,44,1,100,374.243754346563
"1704",11,44,1,100,1054.24757796796
"1705",12,44,1,100,-968.254007888507
"1706",13,44,1,100,-289.513603092277
"1707",14,44,1,100,-154.728202209946
"1708",15,44,1,100,-92.0556045720438
"1709",2,46,1,100,30.8344423369129
"1710",3,46,1,100,51.6696990248386
"1711",4,46,1,100,72.2987912027132
"1712",5,46,1,100,90.0034138716591
"1713",6,46,1,100,109.794847235687
"1714",7,46,1,100,139.536937271695
"1715",8,46,1,100,172.267623862001
"1716",9,46,1,100,233.36694184793
"1717",10,46,1,100,375.803409757039
"1718",11,46,1,100,1053.78204308113
"1719",12,46,1,100,-965.89384564965
"1720",13,46,1,100,-288.437808069842
"1721",14,46,1,100,-151.8597684758
"1722",15,46,1,100,-89.5198100791914
"1723",2,48,1,100,31.3516853809163
"1724",3,48,1,100,50.2973550320941
"1725",4,48,1,100,67.9513640967884
"1726",5,48,1,100,85.8257417409401
"1727",6,48,1,100,106.789755924611
"1728",7,48,1,100,136.10750233851
"1729",8,48,1,100,171.148574246564
"1730",9,48,1,100,238.787176163765
"1731",10,48,1,100,376.455244775345
"1732",11,48,1,100,1052.48426063391
"1733",12,48,1,100,-967.799740133697
"1734",13,48,1,100,-289.235743238072
"1735",14,48,1,100,-149.376379633999
"1736",15,48,1,100,-90.5128939206516
"1737",2,50,1,100,30.2425062234131
"1738",3,50,1,100,49.7295566636492
"1739",4,50,1,100,68.3070567331332
"1740",5,50,1,100,86.3041718256824
"1741",6,50,1,100,107.643907052096
"1742",7,50,1,100,134.444026345461
"1743",8,50,1,100,170.740346871337
"1744",9,50,1,100,235.666234109177
"1745",10,50,1,100,376.348254875038
"1746",11,50,1,100,1056.38326511714
"1747",12,50,1,100,-964.93601598346
"1748",13,50,1,100,-286.941496027996
"1749",14,50,1,100,-152.253883448853
"1750",15,50,1,100,-91.1633987337052
"1751",2,52,1,100,29.5988859129823
"1752",3,52,1,100,50.2305446193688
"1753",4,52,1,100,70.2611002766171
"1754",5,52,1,100,90.895148947511
"1755",6,52,1,100,111.440439855921
"1756",7,52,1,100,137.514416388915
"1757",8,52,1,100,172.517237246379
"1758",9,52,1,100,234.298151413727
"1759",10,52,1,100,376.065814212292
"1760",11,52,1,100,1055.55400927548
"1761",12,52,1,100,-963.186528334782
"1762",13,52,1,100,-290.149286371144
"1763",14,52,1,100,-150.468750808582
"1764",15,52,1,100,-89.3258223602343
"1765",2,54,1,100,30.2130354172692
"1766",3,54,1,100,51.5685585631902
"1767",4,54,1,100,71.1748395750454
"1768",5,54,1,100,88.1641566476615
"1769",6,54,1,100,111.381933524996
"1770",7,54,1,100,138.61800837316
"1771",8,54,1,100,175.78474344895
"1772",9,54,1,100,236.598372824159
"1773",10,54,1,100,376.337814821805
"1774",11,54,1,100,1052.18624466742
"1775",12,54,1,100,-967.497004168959
"1776",13,54,1,100,-289.406505544977
"1777",14,54,1,100,-150.354979163223
"1778",15,54,1,100,-90.2489392406302
"1779",2,56,1,100,31.8074877165044
"1780",3,56,1,100,52.8465831670604
"1781",4,56,1,100,71.3203539849106
"1782",5,56,1,100,84.877373563028
"1783",6,56,1,100,106.193826690285
"1784",7,56,1,100,134.924619652705
"1785",8,56,1,100,172.275538018315
"1786",9,56,1,100,235.300462661494
"1787",10,56,1,100,374.517796816228
"1788",11,56,1,100,1055.13442720285
"1789",12,56,1,100,-964.845932139775
"1790",13,56,1,100,-285.551498374006
"1791",14,56,1,100,-150.994973623664
"1792",15,56,1,100,-90.9900465202027
"1793",2,58,1,100,31.4012288121856
"1794",3,58,1,100,51.0899173908467
"1795",4,58,1,100,65.8898068169085
"1796",5,58,1,100,82.3409786205365
"1797",6,58,1,100,108.681057547434
"1798",7,58,1,100,135.681922435226
"1799",8,58,1,100,175.559632408412
"1800",9,58,1,100,240.314117438809
"1801",10,58,1,100,379.21358754956
"1802",11,58,1,100,1055.67885997692
"1803",12,58,1,100,-965.149409380716
"1804",13,58,1,100,-285.54739805599
"1805",14,58,1,100,-150.358345450728
"1806",15,58,1,100,-93.1855526051501
"1807",2,60,1,100,30.9864841857768
"1808",3,60,1,100,52.3100450366998
"1809",4,60,1,100,68.0512056189276
"1810",5,60,1,100,85.5449271146669
"1811",6,60,1,100,111.160484367584
"1812",7,60,1,100,132.307695134304
"1813",8,60,1,100,171.798662414575
"1814",9,60,1,100,236.598538865909
"1815",10,60,1,100,374.618255146921
"1816",11,60,1,100,1053.44304123183
"1817",12,60,1,100,-968.059720257498
"1818",13,60,1,100,-290.381439669441
"1819",14,60,1,100,-149.020385194439
"1820",15,60,1,100,-87.1429881924907
"1821",2,62,1,100,28.501472774865
"1822",3,62,1,100,48.5375328755345
"1823",4,62,1,100,67.1902819931368
"1824",5,62,1,100,87.7724478273949
"1825",6,62,1,100,110.848914686096
"1826",7,62,1,100,139.337674634295
"1827",8,62,1,100,174.313617315995
"1828",9,62,1,100,236.194922328549
"1829",10,62,1,100,375.13285053432
"1830",11,62,1,100,1056.02750882441
"1831",12,62,1,100,-963.976799496424
"1832",13,62,1,100,-285.18386507022
"1833",14,62,1,100,-150.32630839071
"1834",15,62,1,100,-89.6955699136296
"1835",2,64,1,100,30.8213096829472
"1836",3,64,1,100,49.1322745061907
"1837",4,64,1,100,71.1215075038331
"1838",5,64,1,100,90.5002229033485
"1839",6,64,1,100,109.387636023913
"1840",7,64,1,100,137.170250591831
"1841",8,64,1,100,175.590113131761
"1842",9,64,1,100,238.40196951376
"1843",10,64,1,100,379.559444523372
"1844",11,64,1,100,1057.93303484656
"1845",12,64,1,100,-963.057745047122
"1846",13,64,1,100,-286.488960896837
"1847",14,64,1,100,-151.043812809013
"1848",15,64,1,100,-91.4818563261136
"1849",2,66,1,100,28.876551327326
"1850",3,66,1,100,51.1307666051231
"1851",4,66,1,100,69.8235774507524
"1852",5,66,1,100,87.9842389461836
"1853",6,66,1,100,109.303117842542
"1854",7,66,1,100,137.048060959662
"1855",8,66,1,100,175.14755362032
"1856",9,66,1,100,235.668620895452
"1857",10,66,1,100,377.354510345057
"1858",11,66,1,100,1053.91204667007
"1859",12,66,1,100,-966.232896843198
"1860",13,66,1,100,-287.199690583351
"1861",14,66,1,100,-146.442559345562
"1862",15,66,1,100,-86.614586916334
"1863",2,68,1,100,30.9939844534372
"1864",3,68,1,100,47.9931714214595
"1865",4,68,1,100,72.1484940702251
"1866",5,68,1,100,91.2970376317127
"1867",6,68,1,100,105.240181347306
"1868",7,68,1,100,134.803237382131
"1869",8,68,1,100,178.203693566706
"1870",9,68,1,100,242.337695139712
"1871",10,68,1,100,377.939357329719
"1872",11,68,1,100,1059.68347087436
"1873",12,68,1,100,-961.401889116627
"1874",13,68,1,100,-286.037782179095
"1875",14,68,1,100,-148.669916994749
"1876",15,68,1,100,-89.4759589328684
"1877",2,70,1,100,28.9618180430485
"1878",3,70,1,100,51.5004348731305
"1879",4,70,1,100,66.8510024129948
"1880",5,70,1,100,88.9437799676493
"1881",6,70,1,100,110.820625179856
"1882",7,70,1,100,138.289919727075
"1883",8,70,1,100,177.293418119071
"1884",9,70,1,100,241.058117646136
"1885",10,70,1,100,379.251748167956
"1886",11,70,1,100,1059.22083476531
"1887",12,70,1,100,-960.956493085186
"1888",13,70,1,100,-285.604003211494
"1889",14,70,1,100,-147.953034635928
"1890",15,70,1,100,-86.7712935627433
"1891",2,72,1,100,29.6885593362268
"1892",3,72,1,100,50.4290454262135
"1893",4,72,1,100,72.9733109646872
"1894",5,72,1,100,89.0524256052975
"1895",6,72,1,100,110.124449680588
"1896",7,72,1,100,136.818081395513
"1897",8,72,1,100,175.957533591679
"1898",9,72,1,100,238.896986953535
"1899",10,72,1,100,378.519567704715
"1900",11,72,1,100,1056.91882501536
"1901",12,72,1,100,-967.757370799712
"1902",13,72,1,100,-285.932581244293
"1903",14,72,1,100,-149.228321595899
"1904",15,72,1,100,-88.8507195926658
"1905",2,74,1,100,32.0753789836393
"1906",3,74,1,100,52.4926221848092
"1907",4,74,1,100,73.6150828670182
"1908",5,74,1,100,88.2174451880115
"1909",6,74,1,100,111.033940645213
"1910",7,74,1,100,138.742311469898
"1911",8,74,1,100,173.720690697338
"1912",9,74,1,100,232.588477337397
"1913",10,74,1,100,373.745503741003
"1914",11,74,1,100,1051.62362079241
"1915",12,74,1,100,-967.960509261208
"1916",13,74,1,100,-290.208367697158
"1917",14,74,1,100,-151.306250703622
"1918",15,74,1,100,-94.0433399456746
"1919",2,76,1,100,32.3802088764603
"1920",3,76,1,100,46.7759512147181
"1921",4,76,1,100,70.1314516107204
"1922",5,76,1,100,91.1125214821697
"1923",6,76,1,100,111.191105029466
"1924",7,76,1,100,134.891434828239
"1925",8,76,1,100,170.614549295583
"1926",9,76,1,100,234.082811827686
"1927",10,76,1,100,372.211267824956
"1928",11,76,1,100,1049.42789387001
"1929",12,76,1,100,-968.487299871667
"1930",13,76,1,100,-290.064130618492
"1931",14,76,1,100,-153.323827388159
"1932",15,76,1,100,-90.600448066888
"1933",2,78,1,100,27.7505865345314
"1934",3,78,1,100,50.4695117558862
"1935",4,78,1,100,67.2372089968716
"1936",5,78,1,100,87.6583890070364
"1937",6,78,1,100,106.321169999554
"1938",7,78,1,100,138.708208485859
"1939",8,78,1,100,174.73147705044
"1940",9,78,1,100,238.86738395991
"1941",10,78,1,100,376.67186734262
"1942",11,78,1,100,1055.13252153826
"1943",12,78,1,100,-964.618476236903
"1944",13,78,1,100,-288.007607219305
"1945",14,78,1,100,-149.733167244754
"1946",15,78,1,100,-89.4427328384708
"1947",2,80,1,100,32.366007246084
"1948",3,80,1,100,50.0946496306993
"1949",4,80,1,100,70.6046072314591
"1950",5,80,1,100,89.6564392886688
"1951",6,80,1,100,114.016561286058
"1952",7,80,1,100,137.583801857653
"1953",8,80,1,100,176.296067176787
